,slug,name,last_name,profile_picture,company_picture,company_name,company_role,bio,verticals,vertical
276,ana-luiza-lube-antunes-pereira,Ana,Luiza Lübe Antunes Pereira,QW5hIEx1aXphIEx1YmUgMTQ4MjYgMTA3MjA=.jpeg,QW5hIEx1aXphIEx1YmUgMTQ4MjYgMTM2MjMgY29tcA==.png,N2b Brasil - Smart Fit Nutri,Product Designer (UX/UI),"Oie! Vamos juntos?
Eu sou a Ana, trabalho com produtos digitais a quase 4 anos, já estive trabalhando Google For Startups e atualmente no Hospital Albert Einstein, como Product Designer do Smart Fit Nutri, o app de nutrição do grupo Smart Fit. Com isso tive muitas experiências diferentes, desafiadoras, e super construtivas. Que tal aproveitar minha experiência pra construirmos jornadas e produtos incríveis? ","['UX', 'PM']",design
277,eduardo-alves,Eduardo,Alves,,,,,,[],carreira
278,bruno-cambraia,Bruno,Cambraia,,,,,,[],carreira
279,diogo-carvalho,Diogo,Carvalho,RGlvZ28gQ2FydmFsaG8gMjU4IDI0NjgwIGFkbQ==.jpeg,,,,,['UX'],design
280,diego-velazquez,Diego,Velazquez,RGllZ28gVmVsYXNxdWV6IDE1NDkzIDQ3NTEw.jpeg,RGllZ28gVmVsYXNxdWV6IDE1NDkzIDM1OTU1IGNvbXA=.png,Jusbrasil,Product Design Manager,,['UX'],design
281,paulo-victor-rodrigues,Paulo,Victor,UGF1bG8gVmljdG9yIFJvZHJpZ3VlcyAxMDA1MCA3MjYyOA==.jpeg,,Gira,Head de produtos,"Entusiasta de produtos digitais, criatividade, inovação e comportamento do consumidor. 

Comecei minha trajetória em produtos a partir do programa de trainee da Locaweb, depois fui pra Sympla e hoje estou como Head de produtos no Gira (marketplace B2B - Startup).

Tenho experiência em técnicas de discovery, métricas de produtos, priorização, estratégia de produto, gerenciamento de stakeholder, criação e experimentação de hipóteses e etc..

Graduado em engenharia de produção pela UFPE e pós-graduando em Digital Business pela USP.",['PM'],gestão de produtos
282,vanessa-bombonato,Vanessa,Bombonato,VmFuZXNzYSBCb21ib25hdG8gMTE3NTAgMTE2NjI=.jpeg,,,,,['CONSULTANT'],carreira
283,guilherme-ribeiro-cunha,Guilherme,Ribeiro,R3VpbGhlcm1lIFJpYmVpcm8gQ3VuaGEgMTIzNjAgNzg2MzI=.jpeg,,Wildlife Studios,Product Designer,"Product Designer com experiências em projetos com Santander, Tok&Stok e clientes internacionais, sou formado em Design Visual pela Universidade Federal do Rio Grande do Sul (UFRGS), e atualmente curso a Pós-Graduação em Design Estratégico pelo Istituto Europeo di Design - São Paulo (IED-SP).",['UX'],design
284,felipe-bede,Felipe,Bedê,RmVsaXBlIEJlZMOqIDIxNzE0IDY4OTky.jpeg,RmVsaXBlIEJlZMOqIDIxNzE0IDQwNTE5IGNvbXA=.png,iFood,Specialist Product Manager,,"['UX', 'PM']",design
285,daiana-zorzin,Daiana,"Zorzin, Ma.",RGFpYW5hIFpvcnppbiAxMTU0NSA0NzQ5OA==.jpeg,RGFpYW5hIFpvcnppbiAxOTYgNDMxMzdfYWRt.jpeg,,Specialist product design,"Mestre pela PUC/SP em Processos cognitivos e design digital, experiência com tecnologia/inovação e design desde 2007, em empresas de segmentos diversos. 

Experiência em moderar estudos centrados na perspectiva do usuário, planejamento workshop e estratégias de evolução de produtos digitais.",['UX'],design
286,guilherme-zuccolotto,Guilherme,Zuccolotto,R3VpbGhlcm1lIFp1Y2NvbG90dG8gU29yaWFubyAyMTc0NyA3NDcx.jpeg,R3VpbGhlcm1lIFp1Y2NvbG90dG8gMjE3NDcgOTA3MTYgY29tcA==.png,CI&T,Data Tech Lead,"Atuei por 7 anos no mercado financeiro, até migrar para área de tecnologia, onde atuo como Tech lead em Dados ",['DS'],ciência de dados
287,evandro-maciel,Evandro,Maciel,RXZhbmRybyBNYWNpZWwgMjMwIDU1MzMgYWRt.jpeg,RXZhbmRybyBNYWNpZWwgMTIzODMgMjAxMyBjb21w.png,FreteBras,Group Product Manager,,['PM'],gestão de produtos
288,felipe-coletti,Felipe,Coletti,RmVsaXBlIENvbGV0dGkgMTEwNzcgNTI3NjQ=.jpeg,RmVsaXBlIENvbGV0dGkgMTEwNzcgOTY1MTQgY29tcA==.png,Banco Votorantim,Product Design Lead,Líder de UX no Banco Votorantim e pós-graduado em Gestão Estratégica de UX Design pela ESPM,['UX'],design
289,luana-moreira,Luana,Sichieri,THVhbmEgTW9yZWlyYSAxNTMwNSA3MTU3Nw==.jpeg,THVhbmEgTW9yZWlyYSAxNTMwNSA5OTA4MiBjb21w.png,JBS,Tech Recruiter,,['CONSULTANT'],carreira
290,daniele-mateus-de-alcantara,Daniele,Mateus de Alcântara,RGFuaWVsZSBNYXRldXMgZGUgQWxjw6JudGFyYSAzODMgNjEyMQ==.jpeg,RGFuaWVsZSBNYXRldXMgZGUgQWxjw6JudGFyYSA3NSAyMzU2Nl9hZG0=.jpeg,,,,['UX'],design
291,william-lopes,William,Lopes,V2lsbGlhbSBMb3BlcyAxMTc1NSA4MDA1Mg==.jpeg,V2lsbGlhbSBMb3BlcyAxMTc1NSA5NzA3MyBjb21w.jpeg,Creditas,Product Designer,.,['UX'],design
292,maria-luiza-zaroni,Maria,Luiza,TWFyaWEgTHVpemEgMzQyOTEgNjQ4MTE=.jpeg,TWFyaWEgTHVpemEgWmFyb25pIDM0MjkxIDUyMzQ1IGNvbXA=.jpeg,Rise Ventures,Talent Acquisition ,"Faço Recrutamento de posições-chaves/estratégicas para a Rise Ventures, um fundo de investimento voltado para negócios de impacto positivo. Sou pós-graduanda em Gestão de Pessoas pela USP-SP e formada em Administração pela UNIFEI-MG.  Nas minhas experiências anteriores - além do Recrutamento e Seleção -  atuei conduzindo programas de Treinamento e Desenvolvimento, Employer Branding e de iniciativas voltadas a Cultura Organizacional.",['CONSULTANT'],carreira
293,felipe-jun,Felipe,Jun,RmVsaXBlIEp1biAxNTE4MiA3MDEwMA==.jpeg,RmVsaXBlIEp1biAxNTE4MiA4NTYxOSBjb21w.jpeg,Solar 21,CPO/CXO/CMO ,"Mais de 10 anos de experiência nas áreas de Produto, Marketing/Growth e CX. Atuei como PM, Product Growth e Head de Product and Design. Liderando equipes de até 75 pessoas nos mais diversos variados setores, como fintech, investtech, cleantech, proptech e lawtech.",['PM'],gestão de produtos
294,larissa-trindade,Larissa,Trindade,TGFyaXNzYSBUcmluZGFkZSA3MzkgMjAyNDQ=.png,TGFyaXNzYSBUcmluZGFkZSA3MzkgMzAxNTQgY29tcA==.png,Hopper,Senior Product Designer,,['UX'],design
295,bruno-macedo,Bruno,Macedo,QnJ1bm8gTWFjZWRvIDE4IDE5MjU0IGFkbQ==.jpeg,QnJ1bm8gTWFjZWRvIDE4IDU5NTkyX2FkbQ==.jpeg,,,,['UX'],design
296,joel-gonzaga-da-silva,Joel,Gonzaga,Sm9lbCBHb256YWdhIGRhIFNpbHZhIDkxODQgMzg0NzA=.jpeg,,Awari,Analista de Recursos Humanos,"Reconhecido ao longo da carreira pelo profissionalismo, visão sistêmica dos processos de RH, rápido aprendizado e pelos resultados obtidos nos processos que conduzi.

Pós graduado em Gestão Estratégica de Pessoas, atuando como Analista de Recursos Humanos, com ponto focal para os assuntos relacionados administração de pessoal. 

Alto grau de conhecimento e intensa vivência em toda rotina de Recrutamento / Seleção e Departamento de Pessoal.

Excelente capacidade de análise, escrita e raciocínio, construção, execução e acompanhamento da rotina.",['CONSULTANT'],carreira
297,joao-paulo-rodrigues-leonel-peres,João Paulo,Rodrigues Leonel Peres,Sm/Do28gUGF1bG8gUm9kcmlndWVzIExlb25lbCBQZXJlcyAzODggODE3MDc=.jpeg,Sm/Do28gUGF1bG8gUm9kcmlndWVzIExlb25lbCBQZXJlcyA4MCA1NzEwNl9hZG0=.jpeg,,,,['UX'],design
298,victor-martins,Victor,Martins,VmljdG9yIE1hcnRpbnMgMjk4IDUzMjcw.jpeg,VmljdG9yIE1hcnRpbnMgMjk4IDE2NTQ4IGNvbXA=.jpeg,Vindi,Group Product Manager,"Apaixonado por empreendedorismo, gestão e estratégia de negócios. Background em tech, com foco em negócios e produtos. 9 anos de experiência em tecnologia e 6 anos atuando com produtos. Alavancando estratégias de negócios através de produtos.",['PM'],gestão de produtos
299,vasco-braga,Vasco,Braga,VmFzY28gQnJhZ2EgOTcyIDM5MTM0.jpeg,VmFzY28gQnJhZ2EgMTA1IDQ0NzgxX2FkbQ==.jpeg,,,"Data Scientist and Data Engineer com experiência em empresas como Semantix Brasil e ENGESOFTWARE, Vasco é graduado em BCC e possui diversas especializações pela Universidade Católica de Brasília e Extensões em Dados pela University of California.",['DS'],ciência de dados
300,joao-paulo-villa-mello,João,Paulo Villa Mello,Sm/Do28gUGF1bG8gVmlsbGEgTWVsbG8gMzA3IDM3Nzg5.jpeg,Sm/Do28gUGF1bG8gVmlsbGEgTWVsbG8gMjAgMTMzNzlfYWRt.jpeg,,,,['UX'],design
301,erica-rodrigues,Erica,Rodrigues,,,,,,[],carreira
302,nicolas-taveira,Nicolas,Taveira,Tmljb2xhcyBUYXZlaXJhIDIzMDg3IDkzNzQ4.jpeg,,,,,['WD'],programação
303,matheus-souza,Matheus,Souza,TWF0aGV1cyBTb3V6YSA2NTQ0IDEyNTc4.png,TWF0aGV1cyBTb3V6YSA2NTQ0IDIwNzA4IGNvbXA=.jpeg,CarOnSale,Engineering Manager,"Engineering Manager de uma start-up alemã, CarOnSale.de com 13+ anos de experiência em desenvolvimento de software e programação. Já atuou em empresas de diferentes tamanhos, tanto grandes e conhecidas como Microsoft, Dell Technologies e Totvs, quanto early stage start-ups.",['WD'],programação
304,thais-neves-ferreira-da-silva,Thais,Neves Ferreira da Silva,VGhhaXMgTmV2ZXMgRmVycmVpcmEgZGEgU2lsdmEgMzMzIDk1NjU2.jpeg,,,Product Manager,"Produteira desde 2015!
Atuando em produtos técnicos (API's) e plataformas: e-commerce, meios de pagamento e dados.",['PM'],gestão de produtos
305,talita-hidani,Talita,Hidani,VGFsaXRhIEhpZGFuaSAxNDkxMyAzMTkxNQ==.jpeg,VGFsaXRhIEhpZGFuaSAxNDkxMyA3MTE2NSBjb21w.jpeg,QuintoAndar,Product Manager,,['PM'],gestão de produtos
306,karuan-bertoluci,Karuan,Bertoluci,S2FydWFuIEJlcnRvbHVjaSA1NjMgODQ5MyBhZG0=.jpeg,,,,,['UX'],design
307,luciano-teixeira,Luciano,Teixeira,THVjaWFubyBUZWl4ZWlyYSAxMzQ2OCA2NTEzMg==.jpeg,,Conta Azul,Product Designer,,['UX'],design
308,vitor-saravenha,Vitor,Saravenha,Vml0b3IgU2FyYXZlbmhhIDI1MiA4MTIyIGFkbQ==.jpeg,,,,,['UX'],design
309,denise-goncalves,Denise,Gonçalves,RGVuaXNlIEdvbsOnYWx2ZXMgMjcwNzggOTIyMjE=.jpeg,,Assessoria de Carreira,Gestora de Projetos de Carreira / Psicologa,"Psicóloga com mais de 30 anos de atuação nas áreas de Recursos Humanos  e Clinica.
Experiência na Gestão de projetos de RH  em processos de Recrutamento e Seleção/Executive Search,  Avaliação por Competências (Assessment ) Treinamento/ Desenvolvimento, Avaliação de Desempenho  e Clima Organizacional desenvolvida em empresas dos segmentos Industrial, Serviços e Varejo. 
Nos últimos 20 anos,  atuação no Desenvolvimento de Programas de Gestão de Carreiras – Orientação, Transição e Pós Carreira (ressignificação/projetos de longevidade).
Atuação clínica, com orientação Analítica/Junguiana, atendendo a adolescentes, adultos e idosos.
",['CONSULTANT'],carreira
310,lucas-machado,Lucas,Machado,THVjYXMgTWFjaGFkbyAxNDkgMzQ4NTkgYWRt.jpeg,,,, ,['WD'],programação
311,douglas-padovani,Douglas,Padovani,RG91Z2xhcyBQYWRvdmFuaSAzOSA4NTk0NiBhZG0=.jpeg,,,,,[],carreira
312,isadora-monteiro-de-freitas,Isadora,Monteiro de Freitas,SXNhZG9yYSBNb250ZWlybyBkZSBGcmVpdGFzIDEyNyAxMzA2MiBhZG0=.jpeg,SXNhZG9yYSBNb250ZWlybyBkZSBGcmVpdGFzIDEyNyA2ODU0MV9hZG0=.jpeg,,,,['PM'],gestão de produtos
313,bruno-inojosa,Bruno,Inojosa,QnJ1bm8gSW5vam9zYSAzOTEzIDgyMDI1.jpeg,QnJ1bm8gSW5vam9zYSAxMTkgNDU4MDNfYWRt.jpeg,,,,['PM'],gestão de produtos
314,miriam-clementino,Miriam,Clementino,TWlyaWFtIENsZW1lbnRpbm8gMjQ5ODUgMTk4NTc=.jpeg,TWlyaWFtIENsZW1lbnRpbm8gMjQ5ODUgODk2NjAgY29tcA==.png,Awari,Mentora de Carreira,"Oiee! 
Sou a Miriam, mentora de carreira na Awari! 
Formada em Psicologia e especializada em Organizacional, atuo desde meus últimos anos de graduação na área de Gente. To aqui para contribuir na sua jornada de crescimento! Bora junto fazer sucesso🚀",['CONSULTANT'],carreira
315,vinicius'-marson,Vinicius,Marson,VmluaWNpdXMgTWFyc29uIDMwNzc1IDE5MTE5.jpeg,VmluaWNpdXMgTWFyc29uIDMwNzc1IDkzODMgY29tcA==.jpeg,Singu,Co-Founder & CTO,"Co-fundador e CTO da Singu, o maior marketplace de delivery de beleza e bem estar da América Latina. 

Formado em Analise e Desenvolvimento de Sistemas (UAM), pós graduado em Gestão de Projetos (Insper) e atualmente cursando MBA em Economia e Gestão (FGV). 

",['WD'],programação
316,gustavo-kaufmann-goldenberg,Gustavo,Kaufmann Goldenberg,R3VzdGF2byBLYXVmbWFubiBHb2xkZW5iZXJnIDE2MzQ0IDM4MzA0.png,R3VzdGF2byBLYXVmbWFubiBHb2xkZW5iZXJnIDE2MzQ0IDExNDQ2IGNvbXA=.png,,,,['PM'],gestão de produtos
317,ana-laura-callejon,Ana,Laura,QW5hIExhdXJhIENhbGxlam9uIDM0IDM4Nzk0.jpeg,,Psicóloga Clínica e Consultora de Carreira,Psicóloga,Sou Ana Laura que tem como propósito em ajudar as pessoas a serem quem realmente são e viver o processo da auto valorização.,['CONSULTANT'],carreira
318,thiago-barcelos,Thiago,Barcelos,VGhpYWdvIEJhcmNlbG9zIDE0OTYyIDU3MjA2.jpeg,,,,,['UX'],design
319,camila-teixeira,Camila,Teixeira,Q2FtaWxhIFRlaXhlaXJhIDM2NTQgNjUxMTY=.png,Q2FtaWxhIFRlaXhlaXJhIDExNSA3MTg4NV9hZG0=.jpeg,,,,['UX'],design
320,thiago-cesar-marsola,Thiago,César,VGhpYWdvIEPDqXNhciBNYXJzb2xhIDI1NTU3IDY5NTc4.jpeg,VGhpYWdvIEPDqXNhciBNYXJzb2xhIDI1NTU3IDM0ODY0IGNvbXA=.jpeg,Itaú Unibanco,Data Scientist Tech Lead,"Cientista de Dados Sênior no Itaú Unibanco, atuando como Tech Lead. Graduado em Engenharia Elétrica pela Unesp com Mestrado em Engenharia Aeronáutica e especialização em Data Science pelo ITA.",['DS'],ciência de dados
321,isabela-nevo,Isabela,Nevo,SXNhYmVsYSBOZXZvIDIzOCAxMjI1OSBhZG0=.jpeg,SXNhYmVsYSBOZXZvIDIzOCAxNjMwN19hZG0=.jpeg,,,,['UX'],design
322,gustavo-jorge,Gustavo,Jorge,R3VzdGF2byBKb3JnZSBkZSBNb3JhZXMgNjg2IDkxOTEw.png,,,,,['UX'],design
323,patrick-naufel,Patrick,Naufel,UGF0cmljayBOYXVmZWwgODczMyAzMjUx.jpeg,UGF0cmljayBOYXVmZWwgODczMyA1NDMzMiBjb21w.jpeg,ANYMARKET,Head de UX,,[],carreira
324,nina-simone,Nina,Simone,TmluYSBTaW1vbmUgMTM4MzEgNDQzNTA=.png,TmluYSBTaW1vbmUgMTM4MzEgNDAyNDYgY29tcA==.jpeg,,,,['UX'],design
325,reinaldo-gandelini,Reinaldo,Gandelini,UmVpbmFsZG8gR2FuZGVsaW5pIDM1IDExMTMz.jpeg,,,,,['CONSULTANT'],carreira
326,daniela-moura,Daniela,Moura,RGFuaWVsYSBNb3VyYSAyMTc2NyA5NzI2Mg==.jpeg,,SIATT,Gerente de RH,,['CONSULTANT'],carreira
327,lucas-cardozo,Lucas,Cardozo,THVjYXMgQ2FyZG96byAxNTk3NSA5ODM2OA==.jpeg,THVjYXMgQ2FyZG96byAxNTk3NSAzMjExOSBjb21w.jpeg,Remote,,Product Designer at remote.com,['UX'],design
328,clarice-nassar-tambelli,Clarice,Nassar Tambelli,Q2xhcmljZSBOYXNzYXIgVGFtYmVsbGkgMjkyIDQzNTIz.jpeg,Q2xhcmljZSBOYXNzYXIgVGFtYmVsbGkgNSA1OTczMV9hZG0=.jpeg,,,,['PM'],gestão de produtos
329,jaqueline-jesus-zamboni,Jaqueline,Jesus Zamboni,SmFxdWVsaW5lIEplc3VzIFphbWJvbmkgMTEyNDcgNjM3MzE=.jpeg,SmFxdWVsaW5lIEplc3VzIFphbWJvbmkgMTc4IDg5NjIwX2FkbQ==.jpeg,,,,['UX'],design
330,kairon-sarri,Kairon,Sarri,S2Fpcm9uIFNhcnJpIDMwIDI0NzA4IGFkbQ==.jpeg,,,,,['UX'],design
331,vitor-gaudio,Vitor,Gaudio,Vml0b3IgR2F1ZGlvIDMwMCAzMjc0NA==.jpeg,,Grupo Fleury,Ux Chapter Lead,"Sólida experiência em gestão de times voltados a design de produtos, serviços e experiência do usuário - Ux, Ui, Research, Writing e Visual.

Atualmente é Ux Chapter Lead na Via, mentor de Ux Design na Awari e tem passagens por grandes empresas como: Via, Petz, Dafiti, Lojas Marisa, UOL e Synapcom onde atendeu clientes como: Palmeiras, Swarovisk, Levis, Samsung, Gilette, Vans, Timberland, Nestlé entre outros.","['UX', 'PM']",design
332,susi-machado,Susi,Machado,U3VzaSBNYWNoYWRvIDc0OSA2NzA5MA==.jpeg,,,Consultora de Carreira,"Psicóloga com mais de 25 anos de carreira em Recursos Humanos e consultorias de outplacement, orientação profissional (primeira escolha) e de carreira, além de recrutamento e seleção para todos os níveis nos mais variados segmentos de mercado.",['CONSULTANT'],carreira
333,giovanna-cretella,Giovanna,Cretella,R2lvdmFubmEgQ3JldGVsbGEgOTg3MyA5Mjk4MA==.jpeg,,,,,['PM'],gestão de produtos
334,bianca-forti,Bianca,Forti,QmlhbmNhIEZvcnRpIDE1Mzc4IDQwODY=.jpeg,,,,,['CONSULTANT'],carreira
335,vinicius-lopes,Vinícius,Lopes,Vmluw61jaXVzIExvcGVzIDY4OSAzNDY5NiBhZG0=.jpeg,Vmluw61jaXVzIExvcGVzIDY4OSA0OTE4X2FkbQ==.jpeg,,,,['PM'],gestão de produtos
336,karla-lima,Karla,Lima,S2FybGEgTGltYSA3OCA5NzE5NCBhZG0=.jpeg,,,,,['UX'],design
337,silvano-amaral,Silvano,Amaral,U2lsdmFubyBBbWFyYWwgMjI5OTEgMTkwMzQ=.jpeg,U2lsdmFubyBBbWFyYWwgMjI5OTEgNzA4NTcgY29tcA==.jpeg,Grupo Boticário,Senior Front End Developer,"Apaixonado por aprender. Estou atuando em desenvolvimento web à mais de 10 anos e com experiência em diferentes ecommerce, utilizando metodologia de Test AB para aplicar melhoria contínua nos sites e proporcionar uma ótima experiência para a pessoa usuária.",['WD'],programação
338,nathalia-araujo,Nathália,Araújo,TmF0aMOhbGlhIEFyYcO6am8gMjc0MDQgMzgyMTE=.jpeg,TmF0aMOhbGlhIEFyYcO6am8gMjc0MDQgNDMxMzMgY29tcA==.jpeg,Accenture,HRBP,,['CONSULTANT'],carreira
339,daniele-de-souza-lima,Daniele,de Souza Lima,RGFuaWVsZSBEZSBTb3V6YSBMaW1hIDc0IDI4NjcgYWRt.jpeg,RGFuaWVsZSBEZSBTb3V6YSBMaW1hIDc0IDYyMDkyX2FkbQ==.jpeg,,,,['UX'],design
340,andre-baldi,Andre,Baldi,QW5kcmUgQmFsZGkgNDQ0OSA4NTI5NQ==.png,QW5kcmUgQmFsZGkgMTM3IDYxNTY3X2FkbQ==.jpeg,,,,[],carreira
341,samuel-fonseca,Samuel,Fonseca,U2FtdWVsIE1hdG9zIDE3ODg5IDgyOTc=.jpeg,U2FtdWVsIE1hdG9zIDE3ODg5IDM2NTkzIGNvbXA=.png,Toro Investimentos,Product Design Lead,Acredito que o Design realmente tem o poder de melhorar a vida das pessoas,['UX'],design
342,angel-carbone,Angel,Carbone,QW5nZWwgQ2FyYm9uZSA0OTkgMjA2MTM=.jpeg,,,,"• Por onde passou é reconhecido por resolver problemas e fazer as coisas acontecerem
• Fundador do projeto Social Mentoria Anjo: mentoriaanjo.angeldesenvolvimento.com.br
• Mentor de carreira, já ajudou mais de 300 jovens
• Mentor de negócios, já desenvolveu diversos negócios, especialmente e-commerce e negócios sociais
• Personal & Professional coach, seus clientes apresentam 25% de evolução em aproximadamente 3 meses
• Especialista em Produtividade tem mais de 1700 alunos e grandes empresas como clientes do seu curso online
• Palestrante nas mais diversas áreas do conhecimento

• Gestão de projetos que são reconhecidos, seja pelo impacto social gerado ou seja pela eficiência na redução de custos, no aumento da lucratividade, da produtividade e na geração de mais resultados, em menos tempo e com menos esforço
• Sólida experiência com gestão de pessoas em multinacionais como EDS, HP e GM
• Formação e desenvolvimento de equipes de alta performance
• Gestão da informação e KPIs
• Elaboração e análise de relatórios e apresentações com informações gerenciais para tomada de decisões baseadas em fatos e dados
• Otimização e criação de processos eficientes

• Graduado em ciências da computação
• Pós graduado em Gestão estratégica de pessoas e psicologia organizacional
• Certificado PMD Pro, ITIL, COBIT e ISO/IEC 20000
• Espanhol avançado
• Excel avançado",['SS'],carreira
343,jeani-deiro,Jeani,Deiró,SmVhbmkgRGVpcsOzIDEyNjczIDgwMjk0.jpeg,,,,,['CONSULTANT'],carreira
344,tom-rodrigues,Everton,Rodrigues Rocha,VG9tIFJvZHJpZ3VlcyA3NiA4MDI5NCBhZG0=.jpeg,,YDUQS,Head of Design,Líder de Design na YDUQS,['UX'],design
345,delson-castro,Délson,Castro,RMOpbHNvbiBDYXN0cm8gMzI0IDg3MTEw.png,RMOpbHNvbiBDYXN0cm8gMzI0IDMxNjA2IGNvbXA=.png,"DCBI Consultoria, servicos e Treinamentos em Tecnologia da Informacao LTDA",Sócio Fundador,"Executivo de Governança e Dados (CDO), com mais de 25 anos de experiência em gestão e governança de dados, com sólidos conhecimentos em Business Intelligence, sistemas de gestão de negócios, implantação de projetos e sistemas, CRM, estratégia de TI, negócios e sistemas em empresas multinacionais e nacionais dos segmentos de seguros, tecnologia, saúde e serviços, especialista em Big Data e gestão de dados pela POLI-USP.",['DS'],ciência de dados
346,gabriel-alvares,Gabriel,Alvares,R2FicmllbCBBbHZhcmVzIDE4MyAxNTMzMCBhZG0=.jpeg,,,,,['PM'],gestão de produtos
347,thiago-gomes,Thiago,Gomes,VGhpYWdvIEdvbWVzIDg5NTMgMTk4MDA=.jpeg,,,,,['CONSULTANT'],carreira
348,joseli-quaresma,Joseli,Quaresma,Sm9zZWxpIFF1YXJlc21hIDI3NDAxIDYxOTA0.jpeg,,Espaço da Carreira,Especialista em Carreiras,"Especialista em Carreiras e Founder do Espaço da Carreira, com experiência em empresas como Trybe, TOTVS, Newton, SENAI, Ser Educacional, UCS, Joseli Quaresma é formada em Psicologia pela FUMEC - MG, Administração pela UFPE, possui especialização em Pedagogia Empresarial pela FAFIRE, formação em Orientação Profissional e de Carreira e mestranda em Educação pela UCS, estudando a Constituição da Autonomia Feminina no mundo da programação.",['CONSULTANT'],carreira
349,eduardo-wichoski,Eduardo,Wichoski,RWR1YXJkbyBXaWNob3NraSAxOSA2MTU5NyBhZG0=.jpeg,,,,,['UX'],design
350,maiara-sipoli,Maiara,Sipoli,TWFpYXJhIFNpcG9saSA2MCAyNjEgYWRt.jpeg,,,,,['UX'],design
351,khevin-nogueira,Khevin,Santos Nogueira,S2hldmluIE5vZ3VlaXJhIDM1NjUgNzY5NTk=.jpeg,,Cacto,CTO na Freelaw,"Entrepreneur, Product & Software Engineer.","['PM', 'WD']",gestão de produtos
352,giovanna-luchetta,Giovanna,Luchetta,R2lvdmFubmEgTHVjaGV0dGEgMjk3IDk4NjEy.jpeg,R2lvdmFubmEgTHVjaGV0dGEgMTAgMTIzNTFfYWRt.jpeg,,,,['PM'],gestão de produtos
353,victor-berbel,Victor,Berbel,VmljdG9yIEJlcmJlbCAyMjYgNjQxIGFkbQ==.jpeg,,,,,"['UX', 'PM']",design
354,andre-vitor,Andre,Sigora,QW5kcmUgU2lnb3JhIDEwMzM5IDI5ODYy.png,QW5kcmUgVml0b3IgMTAzMzkgNjI0NzAgY29tcA==.jpeg,iFood,Senior Data Analyst,Sou apaixonado por dados e trabalho como Analista de Dados Senior no iFood. Tenho mais de 5 anos de experiência na área e mais de 1 ano como mentor na Awari. ,['DS'],ciência de dados
355,gustavo-loterio,Gustavo,Loterio,R3VzdGF2byBMb3RlcmlvIDI5MyAzNTk3OQ==.jpeg,,Grupo Boticário,Group Product Manager,"Trabalho com Produtos Digitais desde 2017, tendo atuado principalmente com produtos customer facing em Telco e em Fintechs/Varejo. Já passei por algumas posições como PM, Sênior PM, Lead PM e atualmente sou GPM e responsável pelo time de produto de banking do Grupo Boticário, onde atualmente temos dois produtos; Conta Digital PF e Conta Digital PJ.",['PM'],gestão de produtos
356,franks-freitas,Franks,Freitas,RnJhbmtzIEZyZWl0YXMgMTEyNTUgNjgyNzY=.jpeg,,,,,['PM'],gestão de produtos
357,simone-waissman,Simone,Waissman,U2ltb25lIFdhaXNzbWFuIDEzNTQwIDY4NjA0.png,U2ltb25lIFdhaXNzbWFuIDEzNTQwIDc4MzY4IGNvbXA=.png,Mercado Pago,"Sr, Data Analytics",,['DS'],ciência de dados
358,evaristo-moreira,Evaristo,Moreira,RXZhcmlzdG8gTW9yZWlyYSAyNzI4NCAzNTc5OQ==.jpeg,,Afiniti,"Sr. Associate, Client Data Services","Trabalho com Business Intelligence e Analytics há 11 anos, tendo atuado em diversos setores como energia, varejo, ecommerce, saúde, logística e mais recentemente, telefonia. Busco na Awari uma forma de partilhar o que aprendi em carreira, bem como me espelhar nos novos profissionais, para nunca exaurir a sede por conhecimento e por ser melhor a cada dia! Continuemos crescendo!",['DS'],ciência de dados
359,claudia-ramos,Cláudia,Ramos,Q2zDoXVkaWEgUmFtb3MgMTEwIDc1OTQgYWRt.jpeg,,,,,[],carreira
360,natalia-zerbetto,Natália,Zerbetto,TmF0w6FsaWEgWmVyYmV0dG8gMjI4NjUgMzU1NjI=.jpeg,,Awari,Consultora de RH e Carreira,"Olá! Sou a Natália Zerbetto, Psicóloga, Pós Graduada em Gestão de Pessoas e Psicologia Clínica, certificada como Professional & Life Coach pelo Instituto Holos e habilitada no método de avaliação de pessoas MAPA, reconhecido pelo Conselho Federal de Psicologia.
Em meus mais de 16 anos de atuação na área de Recursos Humanos trabalhei em empresas de médio e grande portes como: Companhia de Bebidas Ipiranga (Coca Cola), BrasilCenter Comunicações (Embratel), Vianorte, Usina Santa Adélia, Usina Colorado e grupo Eurobike.
Durante minha carreira fui responsável pelo recrutamento e seleção de mais de 4000 profissionais e pelo treinamento e desenvolvimento de aproximadamente 1500 pessoas, incluindo ações para desenvolvimento de Liderança.",['CONSULTANT'],carreira
361,gabriel-sena,Gabriel,Sena,R2FicmllbCBTZW5hIDExNzc4IDQxNDgx.jpeg,,,,,['PM'],gestão de produtos
362,clarice-sanches-magalhaes,Clarice,Sanches,Q2xhcmljZSBTYW5jaGVzIE1hZ2FsaMOjZXMgODUxNyA4Njg5MA==.jpeg,,Maxxidata ,Coordenadora Recrutamento e Seleção,,['CONSULTANT'],carreira
363,bianca-oliveira,Bianca,Oliveira,QmlhbmNhIE9saXZlaXJhIDM5MTkgNTkyODI=.jpeg,QmlhbmNhIE9saXZlaXJhIDEyNSA4NTI0Nl9hZG0=.jpeg,,,,['PM'],gestão de produtos
